Idade,Curso_Tecnico,Anos_Para_Formar,Gosta_Matematica,Gosta_Programacao,Gosta_Biologia,Gosta_Fisica,Gosta_Quimica,Gosta_Arte_Design,Gosta_Comunicacao,Gosta_Negocios,Gosta_Historia,Gosta_Geografia,Graduacao_Indicada
28,Não,3,2,4,4,2,5,3,4,5,1,5,Medicina
41,Sim,4,5,5,5,2,5,3,1,3,1,4,Odontologia
37,Sim,6,1,3,4,1,2,2,1,3,2,5,Educação Física
39,Sim,4,2,5,3,5,2,3,1,3,2,3,Educação Física
32,Não,7,2,1,3,2,4,3,1,1,4,2,Educação Física
30,Não,4,1,2,5,2,4,5,5,4,5,5,Medicina
47,Sim,7,3,4,5,3,3,3,2,2,4,5,Licenciatura em História
21,Sim,7,5,4,3,3,5,2,1,4,5,5,Ciência da Computação
39,Sim,4,2,2,3,5,4,1,4,1,4,4,Direito
45,Não,4,5,3,4,2,4,5,4,4,4,5,Odontologia
27,Sim,7,4,4,1,2,5,4,4,5,4,3,Ciência da Computação
34,Sim,4,5,2,3,5,1,1,5,4,5,4,Direito
28,Não,3,5,4,2,5,2,3,3,5,5,4,Administração
25,Sim,5,1,3,1,3,1,4,1,4,4,4,Administração
26,Não,5,5,2,2,1,1,2,4,1,1,5,Licenciatura em Biologia
33,Não,6,3,3,1,5,3,4,2,1,4,4,Design
23,Sim,5,5,4,3,3,5,2,4,4,5,1,Ciência da Computação
29,Não,3,4,2,5,4,1,1,3,4,5,1,Administração
25,Não,5,5,1,5,1,1,1,2,2,4,1,Educação Física
43,Sim,5,1,4,3,3,1,5,1,2,2,2,Design
18,Não,3,4,2,1,5,1,5,4,1,4,2,Direito
21,Não,7,1,1,3,4,3,3,2,2,5,2,Educação Física
45,Sim,5,3,2,1,4,3,3,1,3,4,5,Licenciatura em História
35,Sim,6,3,5,3,5,5,3,5,4,5,2,Direito
24,Sim,5,1,5,2,5,1,4,4,2,1,5,Design
17,Sim,5,3,2,3,4,4,5,4,3,4,5,Direito
38,Sim,3,1,2,1,1,1,1,5,3,2,2,Design
33,Não,3,2,5,4,4,5,5,4,5,4,3,Medicina
23,Não,6,5,4,5,5,4,5,4,2,3,5,Medicina
41,Não,4,2,5,4,1,5,5,1,4,1,2,Odontologia
20,Não,3,3,5,3,3,5,1,2,4,3,5,Administração
22,Não,4,1,5,1,2,1,1,4,3,4,5,Direito
47,Sim,6,1,3,5,2,2,1,1,2,4,1,Licenciatura em História
35,Sim,5,1,4,3,2,2,1,4,5,3,1,Direito
43,Sim,5,1,3,4,3,1,3,3,1,4,5,Psicologia
26,Sim,4,5,4,5,3,3,3,3,2,2,2,Ciência da Computação
42,Não,6,4,3,3,4,4,2,1,1,3,1,Licenciatura em Matemática
35,Sim,6,2,3,5,3,3,3,4,4,2,3,Administração
19,Sim,3,3,2,2,3,4,1,1,4,5,3,Administração
29,Não,4,1,5,5,5,1,2,4,3,4,3,Direito
44,Não,3,2,2,2,3,2,2,1,4,3,3,Administração
36,Sim,4,4,2,5,5,2,5,4,1,1,2,Design
44,Não,3,2,2,5,4,5,4,3,3,1,5,Odontologia
24,Não,3,3,1,5,2,2,5,1,1,5,4,Design
17,Sim,6,1,4,2,1,4,2,1,5,3,4,Administração
19,Não,6,3,2,3,2,2,3,3,4,5,1,Administração
29,Sim,5,1,2,4,4,2,4,2,1,3,2,Design
44,Não,5,4,1,5,1,2,2,1,4,2,2,Administração
41,Não,6,3,1,4,2,3,4,3,4,3,4,Administração
49,Não,6,2,5,4,4,3,2,4,4,1,2,Administração
22,Não,3,4,2,5,4,3,5,1,2,3,3,Medicina
48,Sim,5,3,4,2,5,4,4,2,5,3,1,Administração
37,Não,6,1,2,1,3,4,2,2,4,2,2,Administração
32,Sim,4,4,5,1,5,1,4,3,1,5,2,Design
37,Sim,4,1,2,1,5,4,2,3,4,2,4,Administração
27,Não,5,5,1,5,2,1,2,5,5,5,3,Direito
35,Não,4,2,1,4,4,5,4,1,1,3,2,Odontologia
36,Sim,3,1,5,1,3,5,3,2,1,5,3,Licenciatura em História
34,Não,5,3,5,5,4,3,2,3,2,3,3,Medicina
30,Não,6,5,1,5,1,2,3,4,1,3,2,Direito
31,Sim,4,4,1,5,2,3,2,2,4,4,2,Medicina
47,Não,3,3,2,2,5,1,2,5,2,4,4,Direito
17,Sim,6,4,5,3,3,4,2,5,3,1,4,Ciência da Computação
19,Não,7,5,2,2,3,4,3,2,2,3,1,Design
32,Não,3,3,1,4,3,1,2,5,2,4,4,Direito
39,Não,4,1,4,5,1,5,3,4,3,2,2,Odontologia
27,Não,3,3,5,2,5,3,5,4,1,3,1,Direito
28,Não,7,2,2,1,3,1,4,1,1,1,1,Design
26,Não,7,1,5,3,4,5,3,2,1,2,1,Educação Física
48,Sim,3,2,4,5,3,3,1,2,2,3,4,Licenciatura em Geografia
32,Sim,6,3,3,2,3,1,2,4,3,1,2,Medicina
24,Não,6,3,1,1,3,4,4,2,2,2,3,Design
28,Não,7,4,4,1,1,2,4,5,3,4,3,Direito
40,Sim,5,3,3,2,5,2,5,3,4,2,1,Administração
44,Sim,5,1,2,2,4,4,4,3,4,5,3,Administração
24,Sim,6,2,4,4,2,2,4,3,2,3,4,Design
44,Não,5,5,3,5,3,1,1,2,5,3,1,Administração
42,Não,6,2,4,1,5,4,1,4,1,1,1,Design
24,Não,4,4,3,4,1,4,1,2,2,1,3,Medicina
44,Sim,6,5,2,1,4,2,1,5,4,4,2,Direito
44,Sim,4,5,2,2,5,2,3,5,3,4,2,Direito
43,Não,7,3,2,1,3,4,1,2,2,2,5,Licenciatura em Geografia
33,Sim,5,4,2,1,5,1,4,5,1,2,2,Design
25,Não,7,4,2,5,1,5,1,3,3,5,5,Medicina
49,Não,3,3,3,2,2,1,2,2,4,3,1,Administração
36,Sim,3,1,2,1,1,1,4,2,5,2,3,Administração
29,Não,7,3,4,3,2,5,3,5,2,5,1,Direito
44,Sim,6,4,4,4,3,1,1,1,4,2,1,Administração
45,Sim,6,5,2,1,4,1,4,4,4,2,4,Administração
29,Não,5,1,4,1,1,4,1,4,2,4,2,Direito
22,Não,7,4,2,4,4,5,2,1,4,4,1,Medicina
34,Sim,3,4,4,1,1,5,1,2,1,1,4,Licenciatura em Matemática
21,Não,7,3,5,2,4,1,2,5,2,3,3,Direito
41,Sim,7,2,1,1,2,3,4,5,5,4,4,Direito
18,Não,5,4,4,2,5,5,2,3,2,3,4,Design
26,Sim,6,2,4,2,5,2,2,4,1,1,4,Educação Física
46,Sim,3,1,1,2,2,5,5,3,2,5,3,Design
21,Não,5,5,5,4,2,2,4,4,3,1,5,Design
49,Não,3,2,1,2,3,2,3,1,1,1,1,Licenciatura em História
17,Sim,3,2,4,1,1,2,2,2,4,5,3,Administração
34,Sim,6,2,2,5,4,5,4,5,3,3,1,Medicina
48,Sim,6,2,5,2,2,5,2,1,2,1,2,Medicina
27,Sim,5,2,4,1,4,4,5,5,1,5,2,Direito
37,Não,4,1,2,1,1,4,3,5,2,1,1,Comunicação Social
42,Não,5,4,2,3,4,2,3,4,4,4,1,Direito
41,Não,5,5,5,1,5,4,2,1,1,1,5,Licenciatura em Matemática
38,Sim,4,4,4,3,3,3,4,2,5,1,2,Administração
43,Não,3,1,3,1,1,4,1,1,5,3,3,Administração
29,Sim,7,1,2,2,1,2,1,3,4,1,3,Administração
49,Sim,4,2,1,3,3,1,4,2,5,1,4,Administração
50,Não,7,1,3,3,1,3,4,4,3,3,3,Direito
17,Não,3,1,1,3,3,5,4,1,2,5,2,Design
37,Sim,4,2,5,2,2,3,2,1,2,2,1,Licenciatura em Biologia
22,Sim,6,1,2,5,2,1,4,3,4,3,5,Administração
44,Não,5,1,2,2,4,1,1,1,3,1,1,Direito
33,Sim,4,1,5,5,5,2,3,4,1,3,2,Direito
21,Não,4,3,2,2,5,1,3,5,3,3,2,Direito
47,Não,3,4,3,1,1,5,4,2,3,4,4,Design
21,Sim,6,3,3,2,1,3,1,4,4,2,3,Administração
19,Sim,4,4,5,5,4,3,4,3,1,1,3,Engenharia
39,Sim,6,2,4,4,5,3,4,1,1,2,5,Design
26,Sim,7,2,2,1,2,4,4,3,4,5,2,Administração
26,Sim,4,4,3,3,2,3,4,4,4,2,1,Administração
35,Não,6,4,1,2,3,1,5,5,2,2,1,Design
33,Não,5,5,2,1,2,4,2,5,3,5,1,Direito
37,Não,3,4,3,5,5,3,1,2,1,4,5,Educação Física
30,Não,6,4,3,3,3,3,4,4,3,4,4,Direito
25,Sim,3,2,3,5,1,4,2,3,2,5,2,Medicina
17,Não,4,2,4,1,4,2,5,4,3,5,3,Direito
29,Sim,4,1,5,1,5,3,2,4,1,5,5,Direito
20,Sim,7,1,4,1,2,2,5,1,2,4,2,Design
17,Sim,3,2,1,1,3,5,4,2,3,5,5,Design
48,Sim,5,1,1,5,2,3,5,2,4,3,2,Administração
50,Sim,5,3,5,4,1,4,3,4,2,1,3,Odontologia
44,Não,6,3,5,1,2,4,4,3,3,5,3,Design
47,Sim,5,1,3,3,2,5,5,2,3,3,1,Design
24,Sim,3,1,1,5,4,4,4,3,4,3,1,Medicina
42,Não,4,4,3,2,2,1,5,4,5,4,3,Direito
50,Não,3,4,5,2,4,2,2,2,5,4,4,Administração
19,Não,3,3,1,5,3,1,1,3,5,4,1,Administração
28,Sim,4,3,3,5,1,3,3,2,1,1,1,Medicina
17,Sim,3,4,2,1,4,1,4,1,2,2,4,Engenharia
21,Sim,5,4,2,5,2,2,2,4,5,4,5,Direito
46,Sim,6,4,3,3,3,5,5,3,4,4,2,Administração
46,Não,6,1,4,2,4,5,3,2,2,1,5,Licenciatura em Geografia
33,Não,3,2,3,3,4,5,1,4,4,2,3,Administração
39,Não,4,3,1,3,3,5,4,4,1,2,1,Design
31,Não,7,5,5,1,1,3,5,4,4,1,1,Administração
37,Não,3,4,3,5,3,4,3,5,1,2,3,Odontologia
30,Não,3,1,1,2,1,5,3,5,4,5,3,Direito
18,Sim,7,3,1,2,1,1,1,4,2,2,2,Engenharia
27,Sim,6,4,2,2,2,1,5,3,5,2,5,Administração
50,Não,6,1,3,3,4,4,5,4,2,2,3,Design
50,Não,7,3,4,2,3,2,2,5,5,3,1,Direito
34,Não,4,3,4,2,1,2,5,3,3,2,4,Design
46,Não,3,5,5,3,3,5,1,3,2,2,1,Psicologia
31,Sim,5,5,5,1,4,1,2,4,5,5,1,Direito
43,Sim,6,3,2,3,3,4,5,3,5,4,3,Administração
50,Sim,6,1,3,3,5,2,3,2,2,4,5,Licenciatura em História
49,Não,6,4,5,1,3,5,1,1,1,2,3,Licenciatura em Matemática
40,Não,4,4,3,4,1,5,4,1,5,5,1,Odontologia
31,Não,7,3,4,4,2,4,4,4,2,2,1,Medicina
46,Sim,4,4,1,5,5,1,1,2,3,1,3,Licenciatura em Matemática
33,Sim,6,5,4,5,2,2,1,4,5,2,2,Administração
21,Sim,3,4,2,3,2,2,4,5,1,1,4,Design
45,Não,6,2,3,5,4,1,4,1,4,2,3,Administração
20,Sim,3,5,1,4,2,1,4,2,5,5,3,Administração
26,Sim,3,5,1,5,2,5,2,4,2,3,3,Medicina
33,Não,6,3,2,4,3,1,1,1,2,2,3,Educação Física
26,Sim,6,3,1,4,5,3,2,4,5,2,1,Medicina
33,Não,3,4,3,3,5,4,5,3,1,1,2,Design
36,Não,4,4,4,5,3,4,2,3,4,4,1,Odontologia
40,Não,4,3,3,5,1,1,3,3,2,2,3,Psicologia
21,Sim,4,1,5,1,5,4,1,1,2,4,5,Licenciatura em Geografia
50,Sim,5,4,1,1,5,5,5,3,3,5,1,Design
22,Não,3,1,1,4,5,2,4,5,2,1,3,Design
18,Sim,5,5,3,3,4,2,3,2,5,4,4,Engenharia
29,Não,5,2,2,2,5,4,5,1,2,2,4,Design
27,Sim,3,1,3,5,1,1,5,2,3,3,2,Design
39,Não,5,4,4,5,5,4,3,4,5,5,1,Odontologia
32,Não,3,3,2,4,1,3,1,4,5,3,4,Medicina
47,Sim,7,3,1,4,5,5,5,1,2,5,2,Odontologia
27,Não,7,2,1,5,1,4,2,1,4,4,2,Medicina
32,Não,3,2,2,4,3,5,2,5,1,2,2,Medicina
24,Não,3,5,2,3,5,1,2,3,3,3,4,Educação Física
20,Não,3,1,2,5,1,1,1,5,3,2,5,Educação Física
20,Não,4,2,1,5,4,5,4,2,1,5,2,Medicina
41,Sim,3,5,1,1,4,4,5,5,3,4,1,Direito
19,Sim,6,5,1,4,3,1,2,3,5,2,2,Administração
48,Não,7,5,1,1,2,3,1,1,4,1,1,Administração
19,Sim,7,4,1,4,4,3,4,2,3,1,1,Engenharia
43,Não,3,2,3,2,5,5,5,3,2,4,5,Design
45,Não,7,3,3,5,3,3,4,3,2,5,3,Design
48,Não,3,5,3,1,1,5,2,1,2,2,1,Licenciatura em Matemática
35,Não,3,3,2,5,1,4,4,3,1,5,5,Odontologia
37,Não,7,4,1,1,1,2,1,4,1,5,1,Direito
21,Sim,7,1,3,1,1,1,2,3,5,2,2,Administração
34,Sim,6,4,2,2,5,1,5,5,2,3,2,Direito
44,Sim,5,4,4,5,4,4,3,4,4,1,2,Odontologia
38,Sim,6,2,5,3,1,4,5,3,2,3,5,Design
37,Sim,6,5,4,4,5,4,5,2,4,4,5,Odontologia
22,Sim,7,4,4,5,3,1,5,1,3,4,3,Ciência da Computação
17,Não,6,5,5,4,5,5,1,4,4,4,5,Medicina
21,Sim,7,3,2,3,3,3,2,4,5,3,4,Direito
28,Não,4,1,5,3,4,1,5,4,3,2,4,Design
42,Não,3,1,2,4,1,2,1,3,2,5,3,Psicologia
50,Sim,5,3,4,4,2,5,1,5,1,4,3,Odontologia
30,Sim,4,2,5,4,3,4,2,3,4,1,2,Medicina
42,Não,3,3,4,3,2,2,1,4,3,5,5,Direito
43,Não,3,3,5,3,5,3,2,1,1,5,4,Licenciatura em História
25,Não,5,2,5,3,5,3,1,4,2,1,2,Educação Física
42,Não,6,2,1,5,2,1,2,4,2,5,1,Direito
38,Não,3,4,3,4,4,5,4,2,5,4,1,Odontologia
46,Sim,5,5,3,5,1,2,5,2,2,2,1,Design
33,Sim,7,1,4,2,5,4,2,5,1,1,4,Licenciatura em Geografia
42,Não,3,2,4,3,2,4,2,2,4,1,4,Administração
17,Não,3,2,4,5,2,2,4,1,2,2,2,Design
24,Não,6,4,1,3,3,1,5,5,2,5,2,Direito
31,Não,6,4,1,1,2,2,3,3,5,2,3,Administração
38,Não,7,5,4,4,2,5,2,4,3,3,1,Odontologia
30,Não,3,2,1,3,3,4,5,5,5,1,5,Administração
42,Não,6,2,5,4,3,4,1,4,4,3,5,Odontologia
44,Não,5,4,5,5,5,2,5,2,5,1,1,Administração
39,Sim,3,3,5,1,4,1,2,3,1,2,5,Licenciatura em Geografia
30,Não,5,5,3,4,5,1,4,5,3,3,4,Direito
40,Não,4,2,5,2,4,3,3,2,1,3,4,Licenciatura em Geografia
18,Sim,7,1,3,3,1,3,1,2,3,1,3,Educação Física
42,Não,6,1,5,4,3,2,4,3,5,5,2,Administração
30,Não,4,4,4,2,5,2,2,5,5,1,3,Administração
23,Não,6,1,3,4,3,4,4,4,2,5,3,Medicina
19,Não,4,4,1,5,3,4,1,1,2,3,1,Medicina
39,Sim,6,3,3,3,4,2,5,1,3,4,1,Design
34,Não,7,4,2,3,2,3,4,3,5,2,3,Administração
31,Não,3,2,3,2,2,1,1,4,5,1,4,Administração
41,Não,5,1,5,1,3,4,4,2,4,3,5,Administração
44,Sim,4,2,5,1,5,4,2,1,4,5,2,Administração
26,Não,5,1,5,2,5,3,3,5,4,4,5,Direito
33,Não,5,1,1,4,4,3,3,4,4,4,5,Medicina
38,Sim,6,4,4,1,1,1,3,2,5,2,5,Administração
42,Sim,3,5,3,3,5,1,1,2,2,5,3,Licenciatura em Matemática
41,Sim,6,1,1,2,1,4,3,1,4,3,1,Administração
33,Sim,5,1,2,2,3,2,1,1,5,4,5,Administração
29,Não,7,5,3,3,4,5,2,3,3,3,4,Psicologia
36,Sim,3,2,5,1,4,3,1,2,1,4,1,Licenciatura em História
41,Sim,3,1,1,5,3,2,3,5,4,2,4,Administração
20,Sim,5,4,1,2,3,5,3,4,5,3,5,Direito
26,Não,6,5,3,4,1,5,3,1,3,1,4,Medicina
19,Sim,7,5,1,2,5,4,4,2,3,1,3,Engenharia
34,Não,4,1,1,5,5,3,3,1,5,5,3,Medicina
38,Não,6,2,1,3,2,5,3,3,4,5,5,Administração
50,Sim,3,2,3,1,1,2,1,1,3,4,4,Licenciatura em História
24,Não,6,3,5,3,4,3,5,4,3,5,4,Direito
35,Sim,4,3,1,3,1,5,4,4,2,2,5,Design
22,Sim,7,4,1,1,1,5,5,3,1,2,2,Design
42,Não,7,1,4,3,3,2,1,5,3,4,4,Direito
50,Não,4,2,2,3,3,4,3,3,2,1,2,Psicologia
22,Não,4,3,4,2,3,1,3,1,1,4,5,Engenharia
49,Não,5,1,5,4,3,4,5,3,3,1,5,Odontologia
38,Sim,3,1,4,1,3,4,3,4,3,1,4,Comunicação Social
37,Não,5,2,3,2,1,1,3,5,5,1,4,Administração
22,Não,6,1,4,5,3,3,4,3,5,1,3,Medicina
22,Não,4,5,3,2,5,5,3,2,1,4,4,Licenciatura em Geografia
20,Não,5,3,4,2,5,3,3,1,3,3,1,Licenciatura em Biologia
46,Sim,3,4,4,3,2,1,5,5,5,5,5,Direito
27,Sim,3,3,2,4,5,1,1,1,3,5,3,Educação Física
46,Não,4,1,3,2,2,4,3,5,4,1,2,Administração
47,Não,5,5,5,5,5,3,4,1,5,2,3,Administração
40,Sim,7,3,1,3,4,5,1,2,1,4,3,Educação Física
25,Sim,4,2,5,2,2,2,4,5,4,4,4,Direito
19,Sim,6,5,4,5,1,4,5,1,1,4,2,Ciência da Computação
47,Sim,5,3,5,1,3,3,1,4,2,5,3,Direito
40,Não,5,1,4,2,2,4,2,3,4,3,5,Administração
47,Não,4,2,4,1,5,1,4,4,2,4,4,Direito
22,Sim,5,1,1,1,1,2,2,4,4,5,4,Direito
18,Sim,5,1,2,5,5,1,4,2,5,2,4,Administração
36,Não,6,2,2,3,1,4,1,1,1,1,1,Educação Física
44,Não,6,5,1,4,5,5,4,4,5,3,1,Odontologia
27,Sim,7,3,5,4,3,3,5,4,2,2,1,Ciência da Computação
20,Não,6,5,3,2,4,3,4,3,3,2,4,Design
31,Sim,7,2,1,5,5,5,3,5,1,5,4,Medicina
22,Não,6,3,4,1,5,3,4,2,3,2,2,Design
46,Não,7,2,2,2,2,2,1,1,2,5,2,Licenciatura em História
18,Sim,6,4,2,3,3,5,1,2,5,2,5,Administração
31,Não,6,4,5,4,1,4,5,2,1,1,1,Medicina
27,Sim,4,5,3,4,2,4,5,1,3,4,4,Medicina
24,Não,6,2,1,1,3,2,3,5,2,3,5,Direito
42,Sim,7,3,4,2,3,3,3,4,1,5,5,Direito
21,Sim,4,5,4,2,2,1,3,2,3,2,5,Ciência da Computação
22,Sim,7,4,3,4,1,4,1,1,2,1,2,Medicina
42,Não,6,4,5,3,4,5,4,5,1,3,1,Direito
20,Sim,6,4,3,5,2,3,2,3,5,4,5,Medicina
35,Sim,7,5,5,1,5,5,3,4,2,4,5,Direito
36,Não,5,3,5,4,4,3,5,2,2,3,1,Design
49,Não,4,4,1,4,1,4,5,2,1,1,3,Odontologia
36,Sim,4,5,1,2,1,5,3,1,5,1,5,Administração
28,Sim,6,5,4,1,2,5,1,5,1,3,4,Ciência da Computação
17,Não,4,1,2,4,2,2,5,5,4,1,2,Administração
42,Não,7,1,5,4,4,3,2,2,4,2,4,Administração
30,Não,6,3,4,4,4,4,4,2,4,4,5,Medicina
27,Sim,4,4,2,1,5,2,5,2,4,3,3,Engenharia
29,Não,3,1,4,4,5,2,2,2,1,1,1,Educação Física
19,Sim,4,3,5,4,5,1,4,5,3,1,2,Ciência da Computação
49,Sim,7,1,2,2,4,4,1,3,3,2,1,Educação Física
22,Sim,4,4,3,3,3,1,2,5,5,4,2,Direito
26,Não,5,5,1,5,4,3,3,2,1,1,1,Medicina
21,Não,5,4,1,1,5,2,4,3,5,1,2,Administração
39,Não,6,1,2,5,3,4,1,2,2,4,1,Odontologia
26,Sim,5,4,2,4,5,5,5,3,1,1,1,Engenharia
18,Sim,7,5,5,3,3,2,1,5,2,2,1,Ciência da Computação
29,Não,3,2,2,2,1,4,2,1,5,5,3,Administração
18,Não,3,5,1,2,4,2,3,5,3,3,2,Direito
36,Sim,6,1,5,1,1,3,3,3,1,1,3,Odontologia
17,Sim,6,5,4,3,2,4,5,5,2,3,3,Ciência da Computação
25,Sim,5,3,1,1,1,3,2,5,2,5,1,Direito
33,Sim,7,4,3,2,1,4,4,2,4,3,3,Administração
25,Não,5,2,5,4,2,3,2,3,5,3,1,Medicina
27,Sim,7,2,3,1,4,1,5,1,5,4,2,Administração
31,Sim,7,4,2,3,5,4,5,1,1,4,5,Design
40,Não,3,4,4,1,4,3,3,2,3,5,5,Licenciatura em Matemática
46,Não,7,3,2,2,5,4,4,5,3,5,4,Direito
47,Não,4,5,1,1,2,5,2,2,2,5,5,Licenciatura em Matemática
21,Não,7,2,4,4,3,5,1,4,5,1,4,Medicina
30,Sim,3,1,1,2,2,3,3,1,5,3,1,Administração
27,Sim,5,4,4,1,4,5,1,1,1,4,1,Engenharia
25,Sim,7,4,3,5,3,3,1,2,4,4,5,Medicina
50,Sim,4,2,1,5,2,5,1,4,2,1,3,Odontologia
28,Sim,6,4,1,2,4,2,2,5,4,1,5,Engenharia
17,Não,5,2,2,4,3,2,1,5,5,1,2,Administração
38,Não,6,1,5,3,4,4,1,5,2,2,2,Psicologia
45,Sim,4,1,1,4,2,3,1,4,2,1,5,Psicologia
24,Não,3,2,4,1,1,5,5,2,2,5,4,Design
27,Sim,3,4,2,2,1,4,1,2,2,3,2,Comunicação Social
30,Sim,5,3,5,5,2,2,3,3,5,5,2,Administração
46,Sim,7,3,1,3,5,2,1,1,3,2,1,Licenciatura em Matemática
37,Sim,7,5,3,2,4,3,4,4,4,2,2,Administração
21,Sim,6,3,2,2,2,2,2,3,2,1,4,Comunicação Social
35,Não,3,4,3,2,1,4,1,5,3,5,4,Direito
30,Não,7,3,4,1,4,4,5,2,2,3,5,Design
42,Sim,7,5,2,5,5,4,3,4,4,4,2,Odontologia
20,Sim,3,1,2,5,1,1,3,5,2,4,5,Direito
41,Não,3,2,2,5,3,3,5,4,4,2,3,Administração
41,Sim,4,3,5,3,5,2,5,3,5,2,2,Administração
34,Sim,6,2,5,1,4,1,1,5,1,1,3,Direito
24,Sim,3,2,1,4,1,4,2,1,1,2,3,Medicina
30,Não,4,1,3,5,4,3,1,5,2,4,3,Medicina
48,Sim,3,5,1,4,1,1,5,3,1,3,1,Design
49,Sim,5,4,3,2,1,2,2,3,5,3,5,Administração
39,Não,5,4,1,2,3,2,1,1,3,2,4,Licenciatura em Matemática
31,Sim,5,4,2,2,3,5,3,5,2,4,1,Direito
49,Sim,3,5,2,5,1,3,4,4,5,1,2,Administração
41,Não,7,5,3,2,3,5,3,1,2,5,4,Licenciatura em Matemática
33,Não,7,5,2,1,3,4,4,2,3,2,5,Design
49,Sim,5,3,1,2,5,2,3,3,5,1,1,Administração
18,Não,6,2,5,5,3,4,3,1,1,1,1,Medicina
30,Sim,4,5,4,1,5,5,5,1,5,2,1,Administração
22,Sim,5,5,1,5,2,2,5,4,1,4,4,Direito
22,Não,4,3,3,2,5,3,5,3,5,5,2,Administração
19,Sim,4,2,2,1,5,1,4,3,1,4,5,Design
23,Não,5,4,4,2,1,4,2,4,4,4,5,Direito
24,Não,7,1,4,1,2,4,2,3,2,2,2,Odontologia
31,Não,6,5,2,4,2,2,5,3,3,4,4,Design
45,Sim,5,5,1,1,4,2,1,3,1,4,3,Licenciatura em Matemática
49,Não,4,1,2,4,2,5,4,1,1,2,1,Odontologia
46,Sim,3,5,5,2,4,4,4,5,4,2,4,Administração
43,Não,3,5,3,1,4,4,5,5,1,5,5,Direito
45,Não,4,5,2,5,5,4,5,3,3,3,4,Odontologia
49,Sim,5,1,1,1,5,1,5,5,5,2,5,Administração
43,Sim,7,3,5,1,1,4,3,5,4,3,3,Direito
49,Não,5,3,5,1,1,5,4,1,5,4,1,Administração
20,Sim,6,1,1,3,3,4,5,5,2,2,1,Design
38,Sim,3,3,3,5,4,5,3,4,4,1,5,Odontologia
18,Não,4,4,4,1,3,2,1,4,1,5,5,Direito
26,Não,7,4,5,1,1,5,5,4,5,3,1,Direito
21,Sim,5,1,1,2,2,4,4,5,5,2,1,Administração
26,Não,6,2,5,5,3,3,4,4,2,1,5,Medicina
49,Não,5,5,4,1,1,2,1,3,3,3,1,Licenciatura em Matemática
29,Não,6,2,1,1,5,1,5,4,5,5,5,Direito
47,Sim,5,5,5,1,4,1,4,1,3,3,1,Design
40,Sim,7,3,1,4,3,3,2,3,5,5,3,Administração
31,Sim,7,3,1,3,1,3,4,5,2,4,3,Direito
45,Não,4,4,4,5,3,2,3,1,5,4,2,Administração
24,Sim,7,2,1,4,3,4,2,5,3,3,2,Medicina
21,Não,6,1,3,1,1,2,2,2,4,5,2,Administração
45,Não,4,5,5,5,1,1,1,3,1,3,5,Psicologia
20,Não,7,3,2,4,4,2,1,3,5,1,4,Administração
28,Não,3,5,3,3,3,4,2,4,4,5,4,Direito
18,Sim,6,1,3,4,2,4,3,5,2,2,1,Medicina
43,Não,4,5,1,2,3,1,5,4,2,3,1,Direito
47,Não,6,4,3,1,5,5,2,3,3,4,4,Licenciatura em Matemática
42,Sim,4,1,3,4,1,1,1,2,5,4,2,Administração
43,Não,6,1,3,3,5,5,5,1,1,4,2,Design
21,Sim,3,5,1,1,5,4,2,2,3,2,1,Engenharia
36,Sim,7,5,3,2,3,4,5,4,5,1,1,Administração
27,Sim,5,3,2,2,3,4,4,5,2,5,1,Direito
26,Não,5,5,3,4,3,3,1,5,3,3,3,Medicina
22,Sim,5,1,1,1,3,2,3,3,4,2,3,Administração
24,Não,4,5,1,4,4,5,4,1,5,4,3,Medicina
39,Sim,7,3,4,2,5,2,5,2,5,3,2,Administração
42,Sim,4,2,4,5,2,2,4,1,5,2,4,Administração
28,Sim,4,4,2,4,4,1,2,3,3,4,4,Engenharia
42,Sim,4,1,5,5,5,1,2,2,3,2,5,Licenciatura em Geografia
29,Não,4,3,4,1,1,5,2,1,5,5,2,Administração
34,Não,7,4,3,2,3,1,4,5,5,2,4,Administração
41,Sim,5,5,1,4,3,1,1,3,2,1,1,Psicologia
49,Sim,6,5,4,4,3,5,3,5,1,5,5,Odontologia
28,Sim,4,2,1,4,5,2,5,1,2,2,4,Design
20,Não,7,5,3,1,1,3,1,5,1,2,4,Licenciatura em Matemática
21,Sim,3,4,1,1,1,2,5,3,2,1,3,Design
24,Sim,6,3,1,3,4,5,4,1,3,4,3,Design
44,Não,4,2,4,4,4,2,1,5,1,4,4,Direito
47,Sim,4,4,1,1,5,1,3,2,2,5,1,Licenciatura em Matemática
25,Sim,6,3,3,2,4,3,2,4,1,4,4,Direito
45,Sim,6,4,2,1,4,4,3,3,1,4,4,Licenciatura em Matemática
30,Sim,4,5,1,1,3,1,3,5,5,2,3,Administração
38,Não,7,4,1,4,4,5,3,4,2,3,2,Odontologia
27,Não,3,2,3,5,4,5,2,1,5,1,4,Medicina
39,Não,7,4,5,2,4,2,3,1,3,1,4,Licenciatura em Matemática
17,Sim,5,1,3,5,5,4,4,3,2,5,3,Medicina
37,Sim,5,5,4,3,4,4,3,2,5,4,5,Administração
42,Não,5,4,4,4,2,2,3,2,2,5,5,Licenciatura em Matemática
39,Sim,4,3,2,5,2,1,4,1,1,3,3,Design
17,Sim,3,5,1,1,4,3,1,5,4,4,5,Engenharia
31,Não,3,3,2,1,2,4,4,3,1,3,5,Design
